titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Pierre Lombard	https://francearchives.fr/pages_histoire/39038	philosophie###ministre du culte###théologie###Moyen Âge	https://francearchives.fr/fr/subject/130850802###https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130834719###https://francearchives.fr/fr/subject/131572578				
Pierre Schaeffer	https://francearchives.fr/pages_histoire/39157	musique###radiodiffusion	https://francearchives.fr/fr/subject/130949414###https://francearchives.fr/fr/subject/128993631	Schaeffer, Pierre (1910-1995) 	https://francearchives.fr/fr/agent/357254035		
Premier passage du métro sous la Seine	https://francearchives.fr/pages_histoire/39495	transport en commun	https://francearchives.fr/fr/subject/132090497	Bienvenüe, Fulgence (1852-1936) 	https://francearchives.fr/fr/agent/30354119	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Présentation de son chronophone par Léon Gaumont	https://francearchives.fr/pages_histoire/39489	cinéma###invention	https://francearchives.fr/fr/subject/222146###https://francearchives.fr/fr/subject/130933374	Gaumont, Léon (1864-1946) 	https://francearchives.fr/fr/agent/19175010		
René Lalique	https://francearchives.fr/pages_histoire/39257	industrie du verre###œuvre d'art	https://francearchives.fr/fr/subject/130947991###https://francearchives.fr/fr/subject/131844395	Lalique, René (1860-1945) 	https://francearchives.fr/fr/agent/19479671		
Rolf Liebermann	https://francearchives.fr/pages_histoire/39160	musique	https://francearchives.fr/fr/subject/130949414	Opéra national de Paris ; Liebermann, Rolf (1910-1999) 	https://francearchives.fr/fr/agent/131501530		
Saint-John Perse, prix Nobel de littérature	https://francearchives.fr/fr/pages_histoire/38916	littérature###distinction honorifique###diplomate	https://francearchives.fr/fr/subject/217853343###https://francearchives.fr/fr/subject/128993688###https://francearchives.fr/fr/subject/130941311	Saint-John Perse (1887-1975) ; Léger, Alexis (1887-1975)	https://francearchives.fr/fr/agent/215118369 		
Signature du traité de Turin, portant réunion à la France du duché de Savoie et de la province de Nice	https://francearchives.fr/pages_histoire/40090	texte officiel###frontière###relations européennes###Second Empire (1852-1870)	https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/131241982###https://francearchives.fr/fr/subject/18276189###https://francearchives.fr/fr/subject/217669122	Napoléon III (1808-1873 ; empereur des Français) ; Cavour, Camillo Benso (1810-1861 ; comte de)	https://francearchives.fr/fr/agent/130797347###https://francearchives.fr/fr/agent/18699862		
Traité de Brétigny	https://francearchives.fr/pages_histoire/40106	texte officiel###frontière###relations européennes###guerre de Cent Ans (1337-1453)	https://francearchives.fr/fr/subject/212810987###https://francearchives.fr/fr/subject/131241982###https://francearchives.fr/fr/subject/18276189###https://francearchives.fr/fr/subject/226636784	Jean II (1319-1364 ; roi de France) ; Édouard III (1312-1377 ; roi d'Angleterre) ; 	https://francearchives.fr/fr/agent/238390995		
Lenoir, Alexandre (1761-1839)	https://francearchives.fr/pages_histoire/39320	Révolution de 1789###patrimoine architectural###œuvre d'art###musée	https://francearchives.fr/fr/subject/127680731###https://francearchives.fr/fr/subject/222224###https://francearchives.fr/fr/subject/131844395###https://francearchives.fr/fr/subject/130951589	Lenoir, Alexandre (1761-1839)	https://francearchives.fr/fr/agent/18503449		
André Dewavrin, dit « le colonel Passy »	https://francearchives.fr/pages_histoire/39755	Résistance	https://francearchives.fr/fr/subject/130959884	De Gaulle, Charles (1890-1970) ; Colonel Passy (1911-1998) 	https://francearchives.fr/fr/agent/130851666		
André Leroi-Gourhan	https://francearchives.fr/pages_histoire/39831	sciences humaines###archéologie	https://francearchives.fr/fr/subject/18260748###https://francearchives.fr/fr/subject/131991534	Leroi-Gourhan, André (1911-1986) 	https://francearchives.fr/fr/agent/131693640		
Antoine Bourdelle	https://francearchives.fr/pages_histoire/39416	sculpture	https://francearchives.fr/fr/subject/130953741	Bourdelle, Antoine (1861-1929) 	https://francearchives.fr/fr/agent/18582270		
Antoine Coypel	https://francearchives.fr/pages_histoire/39312	peinture	https://francearchives.fr/fr/subject/132028797	Coypel, Antoine (1661-1722) ; Coypel, Noël (1628-1707)	https://francearchives.fr/fr/agent/18585365###https://francearchives.fr/fr/agent/18979441		
Approbation par les Français de l’autodétermination en Algérie	https://francearchives.fr/pages_histoire/39837	indépendance###Guerre d'Algérie (1954-1962)###référendum	https://francearchives.fr/fr/subject/217849281###https://francearchives.fr/fr/subject/131572746###https://francearchives.fr/fr/subject/130758515	De Gaulle, Charles (1890-1970)	https://francearchives.fr/fr/agent/130851666	Algérie	https://francearchives.fr/fr/location/130836298
Aristide Maillol	https://francearchives.fr/pages_histoire/39415	sculpture	https://francearchives.fr/fr/subject/130953741	Maillol, Aristide (1861-1944) 	https://francearchives.fr/fr/agent/167805783		
Arnaud de Villeneuve	https://francearchives.fr/pages_histoire/39063	médecin###Moyen Âge	https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/131572578	Arnaud de Villeneuve (1240?-1311) 	https://francearchives.fr/fr/agent/214696352		
Avènement de Louis XI	https://francearchives.fr/pages_histoire/40124	monarchie###chef d'État ###Moyen Âge	https://francearchives.fr/fr/subject/223584###https://francearchives.fr/fr/subject/128993633 ###https://francearchives.fr/fr/subject/131572578	Louis XI (1423-1483 ; roi de France) ; Charles VII (1403-1461 ; roi de France) ; Philippe III (1396-1467 ; duc de Bourgogne)	https://francearchives.fr/fr/agent/130736292###https://francearchives.fr/fr/agent/130735305###https://francearchives.fr/fr/agent/228490890		
Blaise Cendrars	https://francearchives.fr/pages_histoire/39638	poésie	https://francearchives.fr/fr/subject/165998611	Cendrars, Blaise (1887-1961) 	https://francearchives.fr/fr/agent/18732110		
Camille Guérin	https://francearchives.fr/pages_histoire/39050	médecine vétérinaire###tuberculose###vaccination  	https://francearchives.fr/fr/subject/130827947###https://francearchives.fr/fr/subject/168507431###https://francearchives.fr/fr/subject/131243180				
Chantier de la cathédrale de Reims	https://francearchives.fr/pages_histoire/39316	édifice cultuel###patrimoine architectural###Moyen Âge	https://francearchives.fr/fr/subject/130759504###https://francearchives.fr/fr/subject/222224###https://francearchives.fr/fr/subject/131572578			Reims (Marne, France)	https://francearchives.fr/fr/location/127549190
Claude Garamont	https://francearchives.fr/pages_histoire/39905	imprimeur###Renaissance	https://francearchives.fr/fr/subject/130824688###https://francearchives.fr/fr/subject/131693346	Garamont, Claude (1499?-1561) 	https://francearchives.fr/fr/agent/18925768		
Clovis	https://francearchives.fr/pages_histoire/40122	chef d'État###monarchie###catholicisme###Moyen Âge	https://francearchives.fr/fr/subject/128993633###https://francearchives.fr/fr/subject/223584###https://francearchives.fr/fr/subject/130736691###https://francearchives.fr/fr/subject/131572578	Clovis Ier (0465-0511 ; roi des Francs)	https://francearchives.fr/fr/agent/18411993		
Création de l’Académie royale de danse	https://francearchives.fr/pages_histoire/39314	danse###enseignement artistique	https://francearchives.fr/fr/subject/131990493###https://francearchives.fr/fr/subject/130821749	Louis XIV (1638-1715 ; roi de France) ; Opéra national de Paris 	https://francearchives.fr/fr/agent/130776325###https://francearchives.fr/fr/agent/131501530	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Création de la maison de couture Yves Saint Laurent	https://francearchives.fr/pages_histoire/39614	vêtement###création d'entreprise	https://francearchives.fr/fr/subject/130929285###https://francearchives.fr/fr/subject/18259454	Saint Laurent, Yves (1936-2008) ; Bergé, Pierre (1930-2017)	https://francearchives.fr/fr/agent/253115957		
Création du bataillon de Sapeurs Pompiers de Paris	https://francearchives.fr/pages_histoire/39845	sapeur pompier###militaire	https://francearchives.fr/fr/subject/226635761###https://francearchives.fr/fr/subject/171226232	Napoléon Ier (1769-1821 ; empereur des Français)	https://francearchives.fr/fr/agent/130744655	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Création du Centre national d’études spatiales	https://francearchives.fr/pages_histoire/39051	organisme de recherche###relations européennes###industrie spatiale	https://francearchives.fr/fr/subject/18275756###https://francearchives.fr/fr/subject/18276189 	De Gaulle, Charles (1890-1970)	https://francearchives.fr/fr/agent/130851666		
Début de la construction de l’Opéra de Paris	https://francearchives.fr/pages_histoire/39420	salle de spectacles###Second Empire (1852-1870)###musique###danse	https://francearchives.fr/fr/subject/128994154###https://francearchives.fr/fr/subject/217669122###https://francearchives.fr/fr/subject/130949414###https://francearchives.fr/fr/subject/131990493	Garnier, Charles (1825-1898) ; Opéra national de Paris 	https://francearchives.fr/fr/agent/100076024###https://francearchives.fr/fr/agent/131501530	Paris (Paris, France)	https://francearchives.fr/fr/location/217173433
Début du colloque de Poissy	https://francearchives.fr/pages_histoire/39748	Guerres de religion (1562-1598)###vie religieuse	https://francearchives.fr/fr/subject/226637554###https://francearchives.fr/fr/subject/170757470	Catherine de Médicis (1519-1589 ; reine de France) 	https://francearchives.fr/fr/agent/130732502	Poissy (Yvelines, France)	https://francearchives.fr/fr/location/131500120
Début du gouvernement personnel de Louis XIV	https://francearchives.fr/pages_histoire/39750	chef d'État###monarchie	https://francearchives.fr/fr/subject/128993633###https://francearchives.fr/fr/subject/223584	Louis XIV (1638-1715 ; roi de France) ; Mazarin, Jules (1602-1661)	https://francearchives.fr/fr/agent/130776325###https://francearchives.fr/fr/agent/19462793		
Eugène Scribe	https://francearchives.fr/pages_histoire/39526	art dramatique 	https://francearchives.fr/fr/subject/18259958	Scribe, Eugène (1791-1861) 	https://francearchives.fr/fr/agent/130776699		
Évariste Galois	https://francearchives.fr/pages_histoire/39186	sciences physiques###républicanisme , découverte scientifique	https://francearchives.fr/fr/subject/30299720###https://francearchives.fr/fr/subject/18279736###https://francearchives.fr/fr/subject/169254679	Galois, Évariste (1811-1832) 	https://francearchives.fr/fr/agent/301264503		
Fête organisée par Nicolas Fouquet à Vaux-le-Vicomte	https://francearchives.fr/pages_histoire/39048	fête###agent de l'administration royale	https://francearchives.fr/fr/subject/221180520###https://francearchives.fr/fr/subject/18271976	Fouquet, Nicolas (1615-1680) ; Louis XIV (1638-1715 ; roi de France)	https://francearchives.fr/fr/agent/131691214###https://francearchives.fr/fr/agent/130776325	Maincy (Seine-et-Marne, France)	https://francearchives.fr/fr/location/167890644
Fondation du monastère de Ligugé par saint Martin	https://francearchives.fr/pages_histoire/39052	institution monastique###ministre du culte###pélerinage	https://francearchives.fr/fr/subject/222196###https://francearchives.fr/fr/subject/129244593###https://francearchives.fr/fr/subject/130980466	Martin (0316?-0397 ; saint) 	https://francearchives.fr/fr/agent/18411986	Ligugé (Vienne, France)	https://francearchives.fr/fr/location/165490249
Fondation du quotidien Le Temps	https://francearchives.fr/pages_histoire/39844	presse###Second Empire (1852-1870)	https://francearchives.fr/fr/subject/130666092###https://francearchives.fr/fr/subject/217669122	Nefftzer, Auguste (1820-1876) ; Le Temps (périodique)	https://francearchives.fr/fr/agent/18632842 		
François Desportes	https://francearchives.fr/pages_histoire/39313	peinture	https://francearchives.fr/fr/subject/132028797	Desportes, François (1661-1743) 	https://francearchives.fr/fr/agent/19097841		
Frantz Fanon	https://francearchives.fr/pages_histoire/39637	médecin###indépendance###sciences humaines	https://francearchives.fr/fr/subject/217848993###https://francearchives.fr/fr/subject/217849281###https://francearchives.fr/fr/subject/18260748			Algérie	https://francearchives.fr/fr/location/130836298
Franz Liszt	https://francearchives.fr/pages_histoire/39418	musique	https://francearchives.fr/fr/subject/130949414	Liszt, Franz (1811-1886) 	https://francearchives.fr/fr/agent/19252722	Autriche	https://francearchives.fr/fr/location/130829987
Georges Méliès	https://francearchives.fr/pages_histoire/39422	cinéma	https://francearchives.fr/fr/subject/222146	Méliès, Georges (1861-1938) 	https://francearchives.fr/fr/agent/19285516		
Georges Pompidou	https://francearchives.fr/pages_histoire/39747	chef d'État###Cinquième République (1958- )	https://francearchives.fr/fr/subject/128993633###https://francearchives.fr/fr/subject/18282789	Pompidou, Georges (1911-1974) 	https://francearchives.fr/fr/agent/131713304		
Girard (ou Gérard) Desargues	https://francearchives.fr/pages_histoire/39185	mathématiques###architecture	https://francearchives.fr/fr/subject/130852103 ###https://francearchives.fr/fr/subject/130953121	Desargues, Girard (1591-1661) 	https://francearchives.fr/fr/agent/19089370		
Henri de La Tour d’Auvergne, vicomte de Turenne	https://francearchives.fr/pages_histoire/39749	Fronde (1648-1652)###militaire###Guerre de Trente Ans (1618-1648) 	https://francearchives.fr/fr/subject/217703890###https://francearchives.fr/fr/subject/171226232	Turenne, Henri de La Tour d'Auvergne (1611-1675 ; vicomte de) 	https://francearchives.fr/fr/agent/131688050		
